target_chembl_id,target_name,target_organism,organism_group,uniprot_accession,target_family,record_count,unique_compounds,endpoint_types,dominant_endpoint,endpoint_homogeneity,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL2176863,Uncharacterized protein,Sus scrofa,Non-human,I3LIR5,Other/unclassified,1,1,Ki,Ki,1.0,1,2010,2010,4.55,4.55,0.0
CHEMBL2232,Proprotein convertase subtilisin/kexin type 7,Homo sapiens,Human,Q9UL57,Other/unclassified,1,1,IC50,IC50,1.0,1,2011,2011,5.89,5.89,0.0
CHEMBL283,Stromelysin-1,Homo sapiens,Human,Q6GRF8,Other/unclassified,1,1,IC50,IC50,1.0,1,2010,2010,5.06,5.06,0.0
CHEMBL3091,Sortilin,Homo sapiens,Human,Q99523,Other/unclassified,1,1,IC50,IC50,1.0,1,2014,2014,5.4,5.4,0.0
CHEMBL3305,Sex hormone-binding globulin,Homo sapiens,Human,Q6ISD2,Other/unclassified,1,1,Kd,Kd,1.0,1,2008,2008,5.66,5.66,0.0
CHEMBL3307224,Nonstructural protein 5A,Hepatitis C virus,Non-human,Q5L478,Other/unclassified,1,1,EC50,EC50,1.0,1,2016,2016,8.15,8.15,0.0
CHEMBL3308998,Genome polyprotein,dengue virus type 2,Non-human,Q88655,Other/unclassified,1,1,IC50,IC50,1.0,1,2010,2010,4.92,4.92,0.0
CHEMBL3351196,PA-I galactophilic lectin,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),Non-human,Q05097,Other/unclassified,1,1,Kd,Kd,1.0,1,2023,2023,5.27,5.27,0.0
CHEMBL3412,Stromelysin-3,Mus musculus,Non-human,Q02853,Other/unclassified,1,1,Ki,Ki,1.0,1,1999,1999,8.3,8.3,0.0
CHEMBL3663,Growth factor receptor-bound protein 2,Homo sapiens,Human,P62993,Other/unclassified,1,1,Kd,Kd,1.0,1,1999,1999,4.95,4.95,0.0
CHEMBL3751,Steroid hormone receptor ERR2,Homo sapiens,Human,Q9HCB4,Other/unclassified,1,1,IC50,IC50,1.0,1,2013,2013,6.95,6.95,0.0
CHEMBL3879827,Chromodomain Y-like protein,Homo sapiens,Human,Q9Y424,Other/unclassified,1,1,Kd,Kd,1.0,1,2019,2019,4.58,4.58,0.0
CHEMBL3988623,Thyrotropin releasing hormone degrading enzyme,Sus scrofa,Non-human,F1SH20,Other/unclassified,1,1,Ki,Ki,1.0,0,2010,2010,6.39,6.39,0.0
CHEMBL4105924,ELAV-like protein 3,Homo sapiens,Human,Q96QS9,Other/unclassified,1,1,IC50,IC50,1.0,1,2017,2017,6.22,6.22,0.0
CHEMBL4128,Angiopoietin-1 receptor,Homo sapiens,Human,Q8IV34,Other/unclassified,1,1,IC50,IC50,1.0,1,2012,2012,6.58,6.58,0.0
CHEMBL4295757,"Stress-70 protein, mitochondrial",Homo sapiens,Human,Q9UC56,Other/unclassified,1,1,IC50,IC50,1.0,1,2023,2023,4.87,4.87,0.0
CHEMBL4296326,Anthrax toxin receptor 2,Homo sapiens,Human,Q96NC7,Other/unclassified,1,1,IC50,IC50,1.0,1,2012,2012,6.3,6.3,0.0
CHEMBL4372,Lethal factor,Bacillus anthracis,Non-human,Q933F6,Other/unclassified,1,1,Ki,Ki,1.0,1,2014,2014,6.24,6.24,0.0
CHEMBL4524025,Translin-associated protein X,Homo sapiens,Human,Q99598,Other/unclassified,1,1,IC50,IC50,1.0,1,2016,2016,5.46,5.46,0.0
CHEMBL4553,Thyrotropin-releasing hormone receptor,Rattus norvegicus,Non-human,Q63949,Other/unclassified,1,1,Ki,Ki,1.0,0,2010,2010,4.32,4.32,0.0
CHEMBL4680034,5'-nucleotidase,Mus musculus,Non-human,Q61503,Other/unclassified,1,1,IC50,IC50,1.0,1,2021,2021,7.4,7.4,0.0
CHEMBL4698,"Malonyl-CoA decarboxylase, mitochondrial",Homo sapiens,Human,Q9Y3F2,Other/unclassified,1,1,IC50,IC50,1.0,1,2010,2010,8.17,8.17,0.0
CHEMBL4837,Type 1 fimbrin D-mannose specific adhesin,Escherichia coli K-12,Non-human,Q2M5Z3,Other/unclassified,1,1,Kd,Kd,1.0,1,2014,2014,7.7,7.7,0.0
CHEMBL4984,Tumor necrosis factor,Mus musculus,Non-human,Q91VF3,Other/unclassified,1,1,IC50,IC50,1.0,1,2018,2018,4.78,4.78,0.0
CHEMBL5147,Ephrin type-B receptor 4,Homo sapiens,Human,Q9BXP0,Other/unclassified,1,1,IC50,IC50,1.0,1,2012,2012,5.74,5.74,0.0
CHEMBL5362,Sortase A,Staphylococcus aureus,Non-human,Q9S446,Other/unclassified,1,1,IC50,IC50,1.0,1,2021,2021,4.44,4.44,0.0
CHEMBL5619,DNA repair nuclease/redox regulator APEX1,Homo sapiens,Human,Q99775,Other/unclassified,1,1,IC50,IC50,1.0,1,2009,2009,5.1,5.1,0.0
CHEMBL5725151,"Pyruvate carboxylase, mitochondrial",Homo sapiens,Human,Q16705,Other/unclassified,1,1,IC50,IC50,1.0,1,2024,2024,7.14,7.14,0.0
CHEMBL5800,Falcipain 2,Plasmodium falciparum,Non-human,Q9N6S8,Other/unclassified,1,1,IC50,IC50,1.0,1,2004,2004,5.41,5.41,0.0
CHEMBL5848,"Oligo-1,6-glucosidase IMA1",Saccharomyces cerevisiae S288c,Non-human,Q76CZ0,Other/unclassified,1,1,IC50,IC50,1.0,1,2013,2013,4.21,4.21,0.0
CHEMBL5977,Galectin-2,Homo sapiens,Human,Q6FGY4,Other/unclassified,1,1,Kd,Kd,1.0,1,2016,2016,5.16,5.16,0.0
CHEMBL6020,Bile salt export pump,Homo sapiens,Human,Q9UNB2,Other/unclassified,1,1,IC50,IC50,1.0,1,2012,2012,4.4,4.4,0.0
CHEMBL6100,Autoinducer 2-binding periplasmic protein LuxP,Vibrio harveyi,Non-human,P54300,Other/unclassified,1,1,IC50,IC50,1.0,1,2008,2008,4.92,4.92,0.0
CHEMBL6135,Neuraminidase,Influenza A virus,Non-human,B4URF0,Other/unclassified,1,1,IC50,IC50,1.0,1,2017,2017,4.42,4.42,0.0
